200411100100,0.0052,1
200411100200,0.0156,1
200411100300,0.0035,1
200411100400,0.0146,1
200411100500,0.0341,1
200411100600,0.0304,1
200411100700,0.055,1
200411100800,0.02,1
200411100900,0.03,1
200411101000,0.0224,1
200411101100,0.0143,1
200411101200,0.0026,1
200411101300,0,1
200411101400,0,1
200411101500,0,1
200411101600,0,1
200411101700,0,1
200411101800,0,1
200411101900,0.0061,1
200411102000,0,1
200411102100,0.0011,1
200411102200,0.0109,1
200411102300,0.0396,1
200411110000,0.0269,1
200411110100,0.0372,1
200411110200,0.2044,1
200411110300,0.5754,1
200411110400,0.848,1
200411110500,0.6078,1
200411110600,0.35,1
200411110700,0.0804,1
200411110800,0.0417,1
200411110900,0.0463,1
200411111000,0.0196,1
200411111100,0.0069,1
200411111200,0.0089,1
200411111300,0.0228,1
200411111400,0.0246,1
200411111500,0.0211,1
200411111600,0.0261,1
200411111700,0.0176,1
200411111800,0.0093,1
200411111900,0.0185,1
200411112000,0.0156,1
200411112100,0.0041,1
200411112200,0.005,1
200411112300,0.0063,1
200411120000,0.0074,1
