200411100100,0.0009,1
200411100200,0.0044,1
200411100300,0.0011,1
200411100400,0.003,1
200411100500,0.0122,1
200411100600,0.0044,1
200411100700,0.0059,1
200411100800,0.0039,1
200411100900,0.0083,1
200411101000,0.0113,1
200411101100,0.01,1
200411101200,0.01,1
200411101300,0.0004,1
200411101400,0,1
200411101500,0,1
200411101600,0,1
200411101700,0,1
200411101800,0,1
200411101900,0.0006,1
200411102000,0,1
200411102100,0,1
200411102200,0.0009,1
200411102300,0.0261,1
200411110000,0.027,1
200411110100,0.0222,1
200411110200,0.0626,1
200411110300,0.3487,1
200411110400,0.8228,1
200411110500,0.8739,1
200411110600,0.6189,1
200411110700,0.1802,1
200411110800,0.0431,1
200411110900,0.0254,1
200411111000,0.0009,1
200411111100,0,1
200411111200,0.0006,1
200411111300,0.0035,1
200411111400,0.0054,1
200411111500,0.0089,1
200411111600,0.0139,1
200411111700,0.0174,1
200411111800,0.0131,1
200411111900,0.0143,1
200411112000,0.0107,1
200411112100,0.0157,1
200411112200,0.0094,1
200411112300,0.0115,1
200411120000,0.0017,1
